,Text,Tags
377,2 EMPANADA $3.00,['Item']
378,"""1 PARGO FRITO $19.95  Ensalada",['Item']
379,Aguacate,['Item']
380,No Cebolla,['Item']
381,"No Cebolla Roja""",['Item']
382,"""1 MAR Y CHICKEN $17.00  Tostones",['Item']
383,"Tostones""",['Item']
384,"""1 SALMON A LA PLANCHA $16.00",['Item']
385,Ensalada,['Item']
386,"Ensalada""",['Item']
387,1 PERRIER  5.80 *5.80,['Item']
388,1 COCA-COLA 5.80 5.80,['Item']
389,JUS DRANGE 5.40 *5.40,['Item']
390,Add Tequila +$4.00,['Item']
391,Strawberry Daiquiri $6.00,['Item']
392,Add Vodea +$4.00,['Item']
393,Snow Combo $54.00,['Item']
394,Kickin Sauce +$0.00,['Item']
395,Mild +$0.00,['Item']
396,Coke 3.65,['Item']
397,Short Rib 27.95,['Item']
398,Diet Coke 12.50,['Item']
399,Crispy Naked Wings 35.75,['Item']
400,Rib Eye Steak 35.75 Broccoli,['Item']
401,2 Vanilla Bean $12.00,['Item']
402,Classic Burger 4oz $ 8.00,['Item']
403,Route 66 Burger 80z $14.00,['Item']
404,"""French Fries x 2 $5.00",['Item']
405,,['Item']
406,"($2.50 each)""",['Item']
407,"""Turkey Burger $8.85 Combo",['Item']
408,"$8.35""",['Item']
409,"""Combo, Grilled Onion ($0.75)",['Item']
410,,['Item']
411,CBx2 $15.70,['Item']
412,"($7.85 each)""",['Item']
413,"Regular Price, Grilled Onion ($0.75)",['Item']
414,Chill Fries $4.35,['Item']
415,1 g] Imp White 1.78,['Item']
416,1 Blue Moon Tap 6.00,['Item']
417,1 Mozzare! la&Tomato 9.95,['Item']
418,1 Pork Quesadilla 9.95,['Item']
419,1 Fren Onion Soup 5.95,['Item']
420,1 Pork Chop N98,['Item']
421,1 Hanger Sizzle 24.95,['Item']
422,3 Prem Glass $ 7.50  $22.50,['Item']
423,1 Med Veggie $27.00 $27.00,['Item']
424,SODA 10.49,['Item']
425,CHEESE STEAK 1.00,['Item']
426,+AMERICAN CHS 1.0,['Item']
427,+FRD ONION 16.49,['Item']
428,Chix Cheesesteak ave 10.49,['Item']
429,1..6 Oysters 19.00,['Item']
430,1..Fish and Chips 22.00,['Item']
431,3..MONSTAH roll 114.00,['Item']
432,1..Chicken Wings 12.00,['Item']
433,3. .#Patron 28.50,['Item']
434,2..*Sparkling Wine 22.00,['Item']
435,1..#0pen Liquor 6.00 | patron double,['Item']
436,"""",['Item']
437,"#19-D.B.B.V. - Special Combo Pho""",['Item']
438,"""1 Chicken Lollipop $9.00",['Item']
439,"Med $0.00""",['Item']
440,"""1 Thai Fried Rice $12.00",['Item']
441,,['Item']
442,Veyetables $0.00,['Item']
443,"Med $0.00""",['Item']
444,"""1 Chicken Tikka Masala $16.00",['Item']
445,,['Item']
446,"MILD PLEASE""",['Item']
447,1 Naan $3.00,['Item']
448,"""1 Vegetable Biryani $12.00",['Item']
449,"MAKE IT MILD PLEASE""",['Item']
450,1 Mango Lassi $4.00,['Item']
451,"""1 STUFFED ARTICHOKE* $18.00",['Item']
452,"00222""",['Item']
453,1 BK FETT AL PORCINI * $36.00,['Item']
454,1 BROCCOLT RABE W/ GA $10.50,['Item']
455,1 COSTOLETTE/ALLA/PAPx $42.00,['Item']
456,1 ESPRESSO* $3.7,['Item']
457,1 DBLD ESPRESSO# neces $7.90,['Item']
458,1 SOPE ASADA CON TODO  1.20,['Item']
459,"""1 TACO ASADA 1.59",['Item']
460,CON CEBOLLA,['Item']
461,"COPA S.ROJA  2.54""",['Item']
462,"""1 TACO ASADA 1.59",['Item']
463,CON CEBOLLA,['Item']
464,"COPA s.ROJA 1.50""",['Item']
465,"""1 TACO PASTOR 1.59",['Item']
466,NO CEBOLLA,['Item']
467,"COPA S.ROJA 4.49""",['Item']
468,1 QUESADILLA ASADA 4.89,['Item']
469,1 ORDEN CHIPS 1.50,['Item']
470,"""7 Chole Samosa ***T0 GO*** 5,99",['Item']
471,,['Item']
472,"XXXXXXXXXXXX8402""",['Item']
473,2 WEEKEND DINNER BUFFET 19.39 39.98,['Item']
474,1 WEEKEND DINNER KIDS (3-5Y) 7.99,['Item']
475,1 WEEKEND DINNER KIDS (6-10),['Item']
476,4 SODA DRINK ieee) AES,['Item']
477,1 WEEKEND SENIOR DINNER 18.09,['Item']
478,"""Makers Mark (2 @11.50) 23.00",['Item']
479,"As Old Fashioned""",['Item']
480,Side Caesar 6.00,['Item']
481,Chicken & Rib Combo 29.00,['Item']
482,Woodford Reserve (2 @12.00) 24.00 On the Rocks,['Item']
483,Frisee Salad 10. 00,['Item']
484,Poached Shrimp Cocktail 17.50,['Item']
485,Poached Shrimp Cocktail 17.50,['Item']
486,NY Stip 80z 28.00,['Item']
487,1 Shrimp Scampi $27.00,['Item']
488,2 Chicken Milanese $46. 00,['Item']
489,1 Veal Milanese $27. 00,['Item']
490,3 Grey Goose $30. 00,['Item']
491,1 Pineapple Juice $3. 00,['Item']
492,1 Belvedere $12. 00,['Item']
493,1 Becks Non Alcoholic $6. 00,['Item']
494,1 Corona $6. 00,['Item']
495,"1 Comp Item ($12, 00)",['Item']
496,20 Mixed Meat Lunch 180.00,['Item']
497,1 Reg 12pc Falafel 6.50 ;,['Item']
498,1 Reg 12pe Falafel 6.50,['Item']
499,1 Miscelanceous 20.00,['Item']
500,Poke f Box. $13.50 ”,['Item']
501,"Regular, avocado ($1.00)",['Item']
502,Subtotal $13.50,['Item']
503,Castro Valley Sales Tax $1.25,['Item']
504,Tip $1.48,['Item']
505,1 Philadelphia Roll 4.85,['Item']
506,1 13. Shrimp Tempura Roll  4.25,['Item']
507,[Roll],['Item']
508,1 Rich / Famous Roll  4.85,['Item']
509,1 16. Spicy Salmon Roll 4.25 [Roll],['Item']
510,1 Veg / Tofu Pad Thai   8.95 Spicy,['Item']
511,1 Little Hamburger $6.19,['Item']
512,Lettuce $0.00,['Item']
513,Pickles $0.00,['Item']
514,Tonatoes $0.00,['Item']
515,Grilled Onions: $0.00,['Item']
516,Grilled Mishroons $0.00,['Item']
517,Mustard $0.00,['Item']
518,Ketchup $0.00,['Item']
519,‘Jalapeno Peppers $0.00,['Item']
520,Large Fry (@5.79) sin.5e,['Item']
521,Large Soda $2.08,['Item']
522,Cheeseburger $7.6,['Item']
523,1 Open Food 22.00,['Item']
524,1 Ossobuco 28.00,['Item']
525,1 Diet Coke 2.50,['Item']
526,1 G 14 Hands Cab 10.00,['Item']
527,2 Bohemia $16.00 Tall,['Item']
528,1 Albondigas $9.95,['Item']
529,1 Mole $16.95,['Item']
530,"""1 Pit Lunch 2 Choices 9,79",['Item']
531,BBQ,['Item']
532,"PINAPALTAN""",['Item']
533,2 Red Sangria Glass 14.00,['Item']
534,"""1 #4-COMBO FAJITAS  22.95",['Item']
535,Flour Tortilla,['Item']
536,Chicken,['Item']
537,"Shrimp""",['Item']
538,"""4K COOK MEDIUM 0K",['Item']
539,"Extras""",['Item']
540,1 Pint Bisque 11.50,['Item']
541,1 Vegetable Biryani $12.95,['Item']
542,1 Malai Kofta $12.95,['Item']
543,1 Onion Naan $3.95,['Item']
544,1 Tonkotsu $9.50,['Item']
545,Tofu $0.00,['Item']
546,Egg $1.30,['Item']
547,Corn $0.50,['Item']
548,Bamboo shoots $1.00,['Item']
549,Naruto $0.75,['Item']
550,Spicy $0.00,['Item']
551,"""110 McNuggets EVM.  10.29.",['Item']
552,| Barbeque Sauce,['Item']
553,"| Barbeque Sauce""",['Item']
554,1 L Coke 0.40,['Item']
555,1M French Fries,['Item']
556,1 HM GrChs S-Fry Yoo  3.99,['Item']
557,1 Snoopy,['Item']
558,1 HM Apple Juice,['Item']
559,1 6 Cookies  2.98,['Item']
560,6 Choc Chip Cookie   1.19,['Item']
561,1 Baked Apple Pie 3.29,['Item']
562,1L French Fries 2.99,['Item']
563,1L Iced Tea  2.80,['Item']
564,Beef Noodles $6.25,['Item']
565,1 Mojito Pitcher Original w/ 18.00 2 Glass,['Item']
566,1 Brussel Sprouts 6.50,['Item']
567,1 Pepperfin 14.50,['Item']
568,1 Spicy Drm 1 Red 14.50,['Item']
569,1 Aerojet 14.95,['Item']
570,1 Tommy 13.95,['Item']
571,2 Cou Toro 19.00,['Item']
572,1 Daikon Hamachi 14.50,['Item']
573,"1 Garlic Salmon 14,00",['Item']
574,1 Spicy Chicken w. $7.55 c Soy V.,['Item']
575,1 Hf- Peking Duck  $95.00,['Item']
576,1 Stir Beef Fillet w. Tofu $12.95,['Item']
577,1 Pork w. Spicy Capsicum $1.50,['Item']
578,1. White Rice (S) $7.50,['Item']
579,1 Pork w. Spicy Tofu & Cayen $12.95,['Item']
580,1 American Coffee $1.75,['Item']
581,1 Nutella Coconut Pancak $8.00,['Item']
582,1 American Coffee $1.75,['Item']
583,1 Cheddar Grits erase $10.00,['Item']
584,Adult Dinner 2 23.98,['Item']
585,Soda 2 3.38,['Item']
586,"25 / CP, up 0.25",['Item']
587,"25/ COSMO, UP 0.25",['Item']
588,1 SOUP DJ 0.00,['Item']
589,1 TURTLE 0.00,['Item']
590,1 CARFISH 22.00,['Item']
591,1 TOSTADA 0.25,['Item']
592,"1 25/GIN , up 0.25",['Item']
593,"1 25/ GRAY, up 0.25",['Item']
594,1 SOUFFLE / ALA 9.50,['Item']
595,Koobideh x 7 $115.50,['Item']
596,Nan-O-Sabzi $8.95.,['Item']
597,18% Gratuity yanecS ) $22.40,['Item']
598,"""KAKLA SILDIETAJS “100” UN",['Item']
599,"5,00 X 1 gab 5,00 A PRECES NR.: 1269787",['Item']
600,"SERIJAS NR.: 9125758985""",['Item']
601,"""QDENS PUDELE ESSENTIAL,",['Item']
602,"2,50 X 1 gab 2,50 A",['Item']
603,PRECES NR.;: 2539301,['Item']
604,"SERIJAS NR.: 8335997861""",['Item']
605,"""VIRIESU TRENINJAKA “500",['Item']
606,"20,00 X 1 gab 20,00 A",['Item']
607,PRECES NR.: 2649883,['Item']
608,"SERIJAS NR.: 2390196""",['Item']
609,"""VIRIESU JAKA AR KAPUCI",['Item']
610,"15,00 X 1 gab 15,00 A",['Item']
611,PRECES NR.: 2984894,['Item']
612,"SERIJAS NR.: 1221955""",['Item']
613,"""VIRIESU JAKA AR KAPUCI """"",['Item']
614,"20,00 X 1 gab 20,00 A",['Item']
615,PRECES NR.: 2518041,['Item']
616,"SERTJAS NR. 2222088313""",['Item']
617,"""CEPURE UN KAKLA SILDITAJ",['Receipt_Number']
618,"5,00 X 1 gab 5,00 A",['Receipt_Number']
619,PRECES NR.: 1592972,['Receipt_Number']
620,"SERIJAS NR.: 8251777983""",['Receipt_Number']
621,"""RUN GLOVES EVOLUTIV V2 B",['Receipt_Number']
622,"10,00 X 1 gab 10,00 A",['Receipt_Number']
623,PRECES NR.: 4564031,['Receipt_Number']
624,"SERIJAS NR.: 833411""",['Receipt_Number']
625,"""BASE LAYER BOTTOM 100 M",['Receipt_Number']
626,"6,00 X 1 gab 6,00 A",['Receipt_Number']
627,PRECES NR.: 2456166,['Receipt_Number']
628,"SERIJAS NR. : 2461528""",['Receipt_Number']
629,"""X310049 Lains 1.3k., kg",['Receipt_Number']
630,"* Daudz. gab.  4,89 D",['Receipt_Number']
631,,['Receipt_Number']
632,"0,865 KG X 4,89Eur/KG """,['Receipt_Number']
633,"""X402615 Zenesrieksti grauzdéti, saliti 1ka",['Receipt_Number']
634,"1,000 GAB X 3,33Eur/GAB  3,22 D""",['Receipt_Number']
635,"""",['Receipt_Number']
636,"X306186 Viskijs JOHNNIE WALKER Double Black, 40%  0.7 l 1,000 GAB x 29,99 EUR/GAB 29,99 D """,['Receipt_Number']
637,"420862 Karote, balta, PS, 17cm, 0.242kg 50gab 1,000 GAB X, 3,75Eur / GAB 3.75 D",['Receipt_Number']
638,"""183333 Nektars GUTTA Ananasu, 1 1 p",['Receipt_Number']
639,"1,000 GAB X 2,37Eur/GAB 2,37 D""",['Receipt_Number']
640,"X409399 Apelsini BOLLO"" Vakencia, 1 sk, Kg * Daudz gab. 0.358 KG X 3,49Eur/KG 1,25 D",['Receipt_Number']
641,"""X419132 Enerdijas dzériens HELL Classic, 500 ml",['Receipt_Number']
642,"(DEP) 12,000 GAB X 1,76Eur/GAB 1,20 E""",['Receipt_Number']
643,"X500222 Mineraludens S. PELLEGRINO, gazets, PET, 1 1(DEP) 3,000 GAB X 1,12Eur/GAB 3,36 D",['Receipt_Number']
644,"VXTR005 Depozita PET pudele 3,000 GAB X 0,10Eur/GAB 0,30 E",['Receipt_Number']
645,"H11K131 Degvins ABSOLUT, 40%, 0.5 l 1,000 GAB X 9,29Eur/GAB 2,29 D",['Receipt_Number']
646,"V434871 Nektars CIDO Indijas Mango 40%, 1l 1,000 GAB X 1,92EUR/GAB 1,92 D",['Receipt_Number']
647,"V36U382 Kartupelu cipsi LAY's ar cilli un laima garsu, 130g 2,000 GAB X 1,74Eur/GAB 3,48 D",['Receipt_Number']
648,"V36U2ZX Cipsi Estrella ar Pikanto tomatu garsu 180g 2,000 GAB X 1,59Eur/GAB 3,18 D",['Receipt_Number']
649,"X309632 Nacos Kukuruzas cipsi Santa Maria, 475g 1,000 GAB X 3,09Eur/GAB 3,09 D",['Receipt_Number']
650,"V36U2SX Cipsi Estrella ar siera garsu 180g 2,000 GAB X 1,59Eur/gab 3,18 D",['Receipt_Number']
651,"X203916 BOUNTY 57g 2,000 GAB X 0,80Eur/GAB 1,60 D",['Receipt_Number']
652,"X500089 Gazets dzeriens COCA COLA, PET, 1.5 l(DEP) 1,000 GAB X 1,87Eur/GAB 1,87 D",['Receipt_Number']
653,"VXTR005 Depozita PET pudele 1,000 GAB X 0, 10Eur/GAB 0,10",['Receipt_Number']
654,"X221732 Lidzeklis EWOL trauku un virtuves piederumu mazgasanai, 51 1,000 GAB X 3,45Eur/GAB 3,45 D",['Receipt_Number']
655,"""X406359 Virtuves dvielis Grite Fanily 1 rullis, 2",['Receipt_Number']
656,"slapu, 250 loksnes, 45m",['Receipt_Number']
657,"1,000 GAB X 2,30Eur/GAB 2,30 D""",['Receipt_Number']
658,"""X406942 Gaisa atsvaidzinatajs SIMPLY THERAPHY Ocean, 300ml",['Receipt_Number']
659,"2,000 GAB X 1,23Eur/GAB  2.86 D""",['Receipt_Number']
660,"""X003199 Svamnites trauku mazgaSanai, ar riev.,",['Receipt_Number']
661,"7x9,5x4,5 cm, Merkant 3 gab.",['Receipt_Number']
662,"1,000 GAB X 0,69Eur/GB  0.69""",['Receipt_Number']
663,"""X305807 Velas mazgaSanas Skidruns",['Receipt_Number']
664,"MULTICOLOR, 41",['Receipt_Number']
665,"1,000 GAB X 7,75Eur/GAB 7,75 D""",['Receipt_Number']
666,"""Y9810JJ Svammite netala, 14 x 17 x 7 cn, 10",['Receipt_Number']
667,gab.,['Receipt_Number']
668,"1,000 IEPAK. X 2,95Eur/IEPAK. 2,95 D""",['Receipt_Number']
669,"""X310049 Laims 1.5k., kg",['Receipt_Number']
670,"* Daudz, gab. | ee",['Receipt_Number']
671,"0,865 KG X 4,89Eur/kG 4,29 D""",['Receipt_Number']
672,"""X420532 Alus glazes 500ml, D 95mm caurspidigas,",['Receipt_Number']
673,"PP, 0. 41ka, 50gab",['Receipt_Number']
674,"1,000 GAB X 3,33Eur/GAB 3,33 D""",['Receipt_Number']
675,"""X402615 Zemesrieks ti grauzdéti, saliti 1kg",['Receipt_Number']
676,"1,000 GAB X 3,22Eur/GAB 3,22 D""",['Receipt_Number']
677,"""X420862 Karote, balta, PS, 17cm, 0.242kg",['Receipt_Number']
678,50gab,['Receipt_Number']
679,"1,000 GAB X 3,75Eur/GAB 3,75 D""",['Receipt_Number']
680,"""1. 8595196900316 Sampuns matiem Common Nettle / Naturalis",['Receipt_Number']
681,"1000ml  1 gab x 2.99 B""",['Receipt_Number']
682,"""2. 5900785709080",['Receipt_Number']
683,Gaisa atsvaidzinatajs / Arola 400ml Ocean,['Receipt_Number']
684,1gab x 2.59 B,['Receipt_Number']
685,"""",['Receipt_Number']
686,"""3. 2770060016362",['Receipt_Number']
687,Maisins DEPO / HD 380(2x90-2x 100 )x,['Receipt_Number']
688,"640mm/25 mikr. /18.61 1 gab x 0.16 B""",['Receipt_Number']
689,"""4. 2770030150812",['Receipt_Number']
690,Kajslaukis Zenit / 40x60em antracita,['Receipt_Number']
691,krasa 1 gab x 3.39 B,['Receipt_Number']
692,"""",['Receipt_Number']
693,"""5. 2500003600460",['Receipt_Number']
694,Pagarinati uzgriezni DIN 6334 / sveramas,['Receipt_Number']
695,"DIN 6334 Grupa 36 0.046 Ke x 8.99 = 0.41 8B""",['Receipt_Number']
696,"""6. 2770060035431",['Receipt_Number']
697,Maisins fasesanai / ber eal,['Receipt_Number']
698,"gab x 0.03 = 0.06 B""",['Receipt_Number']
699,"""7. 2500006000458",['Receipt_Number']
700,Skraves DIN 965/DIN 7985 / sveramas,['Receipt_Number']
701,"DIN965 0.045 Kg x 7.19 = 0.32 B""",['Receipt_Number']
702,"""8. 8711252029252",['Receipt_Number']
703,droSibas slédzene ar ats!. / Dunlop,['Receipt_Number']
704,"4mmx65cm 1 gab X 2.99 B""",['Receipt_Number']
705,"""",['Receipt_Number']
706,1. 5011007003227,['Receipt_Number']
707,"Visk. Jameson 40%1L 1 gab x 19.99 B""",['Receipt_Number']
708,"""",['Receipt_Number']
709,2. 5000267023625,['Receipt_Number']
710,"Visk. J.Walker Black 1 gab x 39.99 B""",['Receipt_Number']
711,"""",['Receipt_Number']
712,Leds Rimi no at tirita,['Receipt_Number']
713,"udens 1kg 3 gab X 0,99 EUR 2,97 A""",['Receipt_Number']
714,"""Tualetes papirs Rimi 3",['Receipt_Number']
715,"slani,  16 rulli",['Receipt_Number']
716,"1 gab % 5,59 EUR 5,59 A Atl. -1,90 Gala cena 3,69""",['Receipt_Number']
717,"""",['Receipt_Number']
718,Kokosriekstu piens Fudo 400ml,['Receipt_Number']
719,"1 gab X 1,69 EUR 1,69 A""",['Receipt_Number']
720,"""",['Receipt_Number']
721,Riml maisings,['Receipt_Number']
722,"1 gab X 0,30 EUR 0.30 A""",['Receipt_Number']
723,"Papira maisi, 32+17x44cm 1 gab X 0,25 EUR 0,25 A",['Receipt_Number']
724,"Tostermaize Toste klasiska sagriezta 500g 1 gab X 1,49 EUR 1,49 A",['Receipt_Number']
725,"Sololades batonis Snickers Super 112, 5g 1 gab X 1,48 EUR 1,48 A",['Receipt_Number']
726,"Piens Rimi pasterizets 2,5%, 1,51 2 gab X 1,69 EUR 3,38 A",['Receipt_Number']
727,"""Sakladrana Marine 3gab",['Receipt_Number']
728,"1 gab X 0,69 EUR 0,69 A""",['Receipt_Number']
729,"""Trauku mazg.lidz. ar",['Receipt_Number']
730,citr.aromatu 500 ml,['Receipt_Number']
731,"1 gab X 1,15 EUR 1,15 A",['Receipt_Number']
732,"""",['Receipt_Number']
733,"""Tirisanas |idzeklis Kvadro",['Receipt_Number']
734,virtuvei 730ml,['Receipt_Number']
735,"1 gab X 2,99 EUR 2,99 A",['Receipt_Number']
736," """,['Receipt_Number']
737,"""Tomati Latvijas 1.skira kg ;",['Receipt_Number']
738,"0,930 kg X 2,99 EUR/kg 2,78 F""",['Receipt_Number']
739,"""Kiploki kg",['Receipt_Number']
740,"0,185 kg X 5,99 EUR/kg 1,11 F""",['Receipt_Number']
741,"""",['Receipt_Number']
742,"Melone Kantalupe, kg",['Receipt_Number']
743,"0,700 kg X 3,59 EUR/kg 2,51 A""",['Receipt_Number']
744,"""Piens Rimi pasterizéts 2,6%, 1,5l",['Receipt_Number']
745,"1 gab X 1,69 EUR 1,69 A""",['Receipt_Number']
746,"""Ziedkaposti  gak",['Receipt_Number']
747,"2 gab X 1,59 EUR 3,81 F""",['Receipt_Number']
748,"""Piens Rimi",['Receipt_Number']
749,"pasterizéts 2,5%, 1,5",['Receipt_Number']
750,"1 gab X 1,69 EUR 1,69 A""",['Receipt_Number']
751,"""Kefirs Lazdona 3.2% 1l",['Receipt_Number']
752,"1 gab X 1,49 EUR 1,49 A""",['Receipt_Number']
753,"""Mergarins Rama ar",['Receipt_Number']
754,sali 75% 400g,['Receipt_Number']
755,"1 gab X 1,95 EUR 1,95 EUR A""",['Receipt_Number']
756,"""",['Receipt_Number']
757,Tostermaize Tosté klasiska,['Receipt_Number']
758,sagriezta 500g,['Receipt_Number']
759,"2 gab X 1,49 EUR 2,38 A""",['Receipt_Number']
760,"""",['Receipt_Number']
761,Ziepes Dove Panpering 90g,['Receipt_Number']
762,"2 gab X 1,19 EUR 2,38 A""",['Receipt_Number']
763,"""Benani, kg",['Receipt_Number']
764,"0,910 kg X 1,39 EUR/kg 1,26 A""",['Receipt_Number']
765,"""Sipoli kg",['Receipt_Number']
766,"1,640 kg X 0,55 EUR/kg 0,90 F""",['Receipt_Number']
767,"""Laims C/48-54, kg",['Receipt_Number']
768,"0,832 kg X 4,99 EUR/kg 4,15 A""",['Receipt_Number']
769,"""Siers Latgale Téjas puscietais",['Receipt_Number']
770,"Kg 0,364 kg X 7,19 EUR/kg 2,62 A",['Receipt_Number']
771,"Atl. -0,07 Gala cena 2,54""",['Receipt_Number']
772,"""Siers Latgale Téjas puscietais",['Receipt_Number']
773,"kg 0, 380 kg X 7,19 EUR/kg 2,13 4",['Receipt_Number']
774,"Atl. -0,07 Gala cena 2,66""",['Receipt_Number']
775,"""",['Receipt_Number']
776,Alus Madonas,['Receipt_Number']
777,"nefiltréts 5,6% 0,5l",['Receipt_Number']
778,"3 gab X 1,95 EUR 5,85 B""",['Receipt_Number']
779,"""",['Receipt_Number']
780,Depozita maksa,['Receipt_Number']
781,"3 gab X 0,10 EUR 0,30 D",['Receipt_Number']
782,"""",['Receipt_Number']
783,"""Tostermaize Tosté klasiska",['Receipt_Number']
784,sagriezta 500g,['Receipt_Number']
785,"1 gab X 1,49 EUR 1,49 A""",['Receipt_Number']
786,"""Sipoli Rimi 1kg",['Receipt_Number']
787,"1 gab X 0,79 EUR 0,79 F""",['Receipt_Number']
788,"""Tostermaize Tosté klasiska",['Receipt_Number']
789,sagriezta 500g,['Receipt_Number']
790,"1 gab X 1,49 EUR 1,49 A""",['Receipt_Number']
791,"""Laims 0/48-54, kg",['Receipt_Number']
792,"0,405 kg X 4,99 EUR/kg  2, 02 A",['Receipt_Number']
793,"""",['Receipt_Number']
794,"""Cipsi Estrella ar sali 130g",['Receipt_Number']
795,"1 gab X x 2,29 EUR 2,29 A""",['Receipt_Number']
796,"""",['Receipt_Number']
797,sokolades krams Nutella lazdu,['Receipt_Number']
798,riekstu 600g,['Receipt_Number']
799,"1 gab X 9 EUR 6.19 A 6,19""",['Receipt_Number']
800,"""",['Receipt_Number']
801,Zemesriekstu sviests Rimi,['Receipt_Number']
802,Kraukskigais 350g,['Receipt_Number']
803,"1 gab X 3,29 EUR 3.29 A""",['Receipt_Number']
804,PVN naksataja numurs: V40009053029,['Receipt_Number']
805,ORDER# 000000141,['Receipt_Number']
806,Order #: 69923,['Receipt_Number']
807,ORDER # 01029,['Receipt_Number']
808,Transaction 000016,['Receipt_Number']
809,check 5738/1,['Receipt_Number']
810,Order# 142750,['Receipt_Number']
811,CHECK# 27273,['Receipt_Number']
812,Order #: 6879,['Receipt_Number']
813,Order #: 28731,['Receipt_Number']
814,Invoice #2143,['Receipt_Number']
815,PVN maksataja kods LV40203246159,['Receipt_Number']
816,PVN maksataja kods LV40003166842,['Receipt_Number']
817,Kase: 1 S/N: 0801870028,['Receipt_Number']
818,PVN maksataja numurs: LV40003033029,['Receipt_Number']
819,Dok. Nr.: 221/58594 Kase 0033,['Receipt_Number']
820,Order :608915,['Receipt_Number']
821,53254123654,['Receipt_Number']
822,Order #: 210327,['Receipt_Number']
823,Order :248791,['Receipt_Number']
824,Order #: 718297,['Receipt_Number']
825,Receipt No: 45651254654,['Receipt_Number']
826,1237355,['Receipt_Number']
827,52574321236,['Receipt_Number']
828,Order :1146597,['Receipt_Number']
829,1287150,['Receipt_Number']
830,Receipt No: 834505,['Receipt_Number']
831,456541745,['Receipt_Number']
832,Order #: 240025,['Receipt_Number']
833,Order #: 42157423658,['Receipt_Number']
834,Kase: 1 S/N: 497426,['Receipt_Number']
835,709029,['Receipt_Number']
836,1196656,['Receipt_Number']
837,Kase: 1 S/N: 13565487562,['Receipt_Number']
838,1272652,['Receipt_Number']
839,PVN naksataja numurs: 1046854,['Receipt_Number']
840,Kase: 1 S/N: 87452687428,['Receipt_Number']
841,Order #: 3958,['Receipt_Number']
842,349965,['Receipt_Number']
843,PVN naksataja numurs: 851198,['Receipt_Number']
844,1381910,['Receipt_Number']
845,Order # 1246589985,['Receipt_Number']
846,Kase: 1 S/N: 1251558,['Receipt_Number']
847,PVN naksataja numurs: 116914,['Receipt_Number']
848,87548786569,['Receipt_Number']
849,Order # 354880,['Receipt_Number']
850,PVN naksataja numurs: 987463215,['Receipt_Number']
851,Order # 737093,['Receipt_Number']
852,Order :874874,['Receipt_Number']
853,8648752198,['Receipt_Number']
854,Kase: 1 S/N: 1340862,['Receipt_Number']
855,272075,['Receipt_Number']
856,87548728658,['Receipt_Number']
857,Order # 8802549,['Receipt_Number']
858,Kase: 1 S/N: 2600750,['Receipt_Number']
859,PVN naksataja numurs: 126128,['Receipt_Number']
860,Order # 78965412,['Receipt_Number']
861,845102,['Receipt_Number']
862,934154,['Receipt_Number']
863,Order # 698436,['Receipt_Number']
864,Kase: 1 S/N: 35427,['Receipt_Number']
865,PVN naksataja numurs: 111494,['Receipt_Number']
866,Order # 1854532225,['Receipt_Number']
867,999419,['Receipt_Number']
868,138989,['Receipt_Number']
869,Kase: 1 S/N: 7889,['Receipt_Number']
870,PVN naksataja numurs: 437632,['Receipt_Number']
871,Kase: 1 S/N: 147563,['Receipt_Number']
872,Order :745487525,['Receipt_Number']
873,Order :645465,['Receipt_Number']
874,Order :838537,['Receipt_Number']
875,Receipt No: 1146597,['Receipt_Number']
876,Kase: 1 S/N: 2776390,['Receipt_Number']
877,Order :376100,['Receipt_Number']
878,Order :44667854,['Receipt_Number']
879,PVN naksataja numurs: 75178624754,['Receipt_Number']
880,Order :1322052,['Receipt_Number']
881,Order :6366202,['Receipt_Number']
882,Kase: 1 S/N: 40820,['Receipt_Number']
883,1269688,['Receipt_Number']
884,72892,['Receipt_Number']
885,Kase: 1 S/N: 102763,['Receipt_Number']
886,Kase: 1 S/N: 87548968756,['Receipt_Number']
887,Order :789542,['Receipt_Number']
888,PVN naksataja numurs: 456456179546,['Receipt_Number']
889,Kase: 1 S/N: 789654698,['Receipt_Number']
890,260575,['Receipt_Number']
891,Kase: 1 S/N: 147894532,['Receipt_Number']
892,Kase: 1 S/N: 6956,['Receipt_Number']
893,Order :1146597,['Receipt_Number']
894,PVN naksataja numurs: 852810,['Receipt_Number']
895,Kase: 1 S/N: 277405,['Total']
896,Receipt No: 43492218585,['Total']
897,Order :285051,['Total']
898,Kase: 1 S/N: 1299200,['Total']
899,Receipt No: 945091,['Total']
900,Kase: 1 S/N: 838542,['Total']
901,Kase: 1 S/N: 8478349165,['Total']
902,Order :333556,['Total']
903,Receipt No: 306919,['Total']
904,Kase: 1 S/N: 78946324,['Total']
905,PVN naksataja numurs: 227609,['Total']
906,Receipt No: 354880,['Total']
907,Kase: 1 S/N: 953859,['Total']
908,7854158754,['Total']
909,Order :866275,['Total']
910,Receipt No: 1238506,['Total']
911,266439,['Total']
912,Receipt No: 12357896542,['Total']
913,PVN naksataja numurs: 44547874,['Total']
914,88741797,['Total']
915,1294667,['Total']
916,PVN naksataja numurs: 362051,['Total']
917,PVN naksataja numurs: 41572157,['Total']
918,1252953,['Total']
919,Receipt No: 14789654126,['Total']
920,1381878,['Total']
921,Receipt No: 368012,['Total']
922,78965412,['Total']
923,Receipt No: 740847,['Total']
924,861978,['Total']
